Boat_Type,Manufacturer,Type,Year_Built,Length,Width,Material,Views_7_days,Country,Amount_US
Motor Yacht,Schottel power boats,Used boat,1965,12.0,3.6,Steel,103,Netherlands,43450.0
"Cabin Boat,Hardtop,Sport Boat",Bazzerla power boats,"Used boat,Unleaded",2006,9.2,2.9,GRP,461,Italy,43450.0
Motor Yacht,Princess power boats,"Used boat,Diesel",1987,8.64,3.26,PVC,96,France,43450.0
Trawler,Adventure power boats,Used boat,1992,10.0,3.35,Steel,155,Netherlands,43450.0
Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2012,7.7,2.78,PVC,106,France,43450.0
Trawler,Proficiat power boats,Used boat,1980,10.5,3.3,Steel,140,Netherlands,43450.0
Motor Yacht,Marine Projects power boats,"Used boat,Diesel",1990,9.5,3.5,GRP,288,Germany,43450.0
Sport Boat,Regal power boats,"Used boat,Unleaded",2006,7.62,2.5,PVC,124,United,46735.0
Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,6.6,2.45,GRP,83,Germany,43329.0
Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2005,6.96,2.55,GRP,585,Switzerland,6375.0
Pilothouse,Jeanneau power boats,new boat on order,2020,7.93,2.8,GRP,69,Germany,43066.100000000006
Sport Boat,Windy power boats,"Used boat,Unleaded",1996,9.25,3.2,Wood,192,France,42900.0
Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2018,6.0,2.0,PVC,63,France,42900.0
Motor Yacht,Fairline power boats,"Used boat,Diesel",1996,9.5,3.15,GRP,156,Croatia,42900.0
Motor Yacht,Sessa power boats,Used boat,2007,8.3,2.7,GRP,120,Croatia,42900.0
Pilothouse,Marex power boats,"Used boat,Diesel",2004,8.95,2.8,GRP,197,Croatia,42900.0
Cabin Boat,Menorquin power boats,"Used boat,Diesel",1999,8.85,3.18,Wood,89,France,42900.0
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",1998,9.18,3.1,PVC,97,France,42900.0
Sport Boat,Cranchi power boats,"Used boat,Diesel",2002,8.88,3.19,GRP,112,Italy,42900.0
Pilothouse,Rodman power boats,"Used boat,Diesel",2006,8.61,2.98,PVC,133,France,42900.0
Pilothouse,Quicksilver power boats,Used boat,2013,7.39,2.79,PVC,136,France,42900.0
Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,7.5,2.67,PVC,57,France,42900.0
Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,6.43,2.52,PVC,61,France,42900.0
Motor Yacht,Fidego power boats,"Used boat,Diesel",1985,11.0,3.5,Steel,344,Germany,42900.0
Pilothouse,Parente power boats,"Used boat,Diesel",2007,8.6,2.59,GRP,50,France,42900.0
Motor Yacht,Azimut power boats,"Used boat,Diesel",1986,11.3,3.96,GRP,167,Italy,42900.0
Center console boat,Colombo power boats,"Used boat,Unleaded",1979,6.43,2.19,GRP,154,Italy,42900.0
Motor Yacht,Cranchi power boats,"Used boat,Diesel",2000,9.74,3.1,GRP,221,Italy,42900.0
Hardtop,Fjord power boats,"Used boat,Diesel",1991,9.3,3.2,GRP,467,Germany,42900.0
Flybridge,Chris Craft power boats,"Used boat,Diesel",1969,10.0,3.45,GRP,171,Germany,42900.0
Motor Yacht,De Groot power boats,"Used boat,Diesel",1989,12.9,3.7,Steel,340,Croatia,42900.0
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,7.74,2.92,PVC,129,France,42900.0
Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.74,2.55,GRP,68,Germany,42898.9
Bowrider,Quicksilver (Brunswick Marine) power boats,"Display Model,Unleaded",2020,6.2,2.34,GRP,93,Germany,42898.9
Launch,Victoria power boats,Used boat,2020,5.5,2.5,GRP,123,Netherlands,42845.0
Offshore Boat,Hiltergerke power boats,"Used boat,Unleaded",2007,8.4,2.5,GRP,80,Germany,42790.0
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.04,2.26,PVC,24,France,42506.200000000004
Motor Yacht,Master power boats,new boat on order,2020,6.58,2.72,GRP,137,France,42504.0
Center console boat,Capelli power boats,Used boat,2019,6.43,2.36,PVC,90,France,42460.0
Hardtop,Nimbus power boats,"Used boat,Diesel",1994,8.45,2.85,GRP,139,Italy,42350.0
Cabin Boat,Nimbus power boats,"Used boat,Diesel",1994,8.45,2.85,GRP,172,Italy,42350.0
Runabout,AMT power boats,new boat from stock,2019,6.9,2.6,GRP,115,Germany,42295.0
Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.66,2.55,GRP,60,Germany,42174.0
Center console boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.75,2.4,GRP,119,Switzerland,6208.8
Pilothouse,BÃ©nÃ©teau power boats,Used boat,2020,7.12,2.79,PVC,106,France,42108.0
Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2019,6.0,2.0,Aluminium,64,Portugal,42102.5
Fishing Boat,EdgeWater power boats,"new boat on order,Unleaded",2020,4.8,2.2,GRP,175,Switzerland,6193.349999999999
Center console boat,Rhea power boats,new boat from stock,2020,6.9,2.5,GRP,91,Netherlands,41846.200000000004
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.04,2.26,PVC,22,France,41826.4
Cabin Boat,Cytra power boats,"Used boat,Unleaded",1981,9.06,3.2,GRP,107,Germany,41789.0
Flybridge,Piantoni (IT) power boats,"Used boat,Diesel",1991,12.0,3.85,GRP,139,Italy,41800.0
Pontoon Boat,Cranchi power boats,"Used boat,Unleaded",2006,8.3,2.8,GRP,152,Italy,41800.0
"Classic,Flybridge",Cantieri di Pisa power boats,"Used boat,Diesel",1970,15.0,4.11,Wood,397,Italy,41800.0
Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",1989,10.44,3.7,GRP,164,Italy,41800.0
Cabin Boat,Broom power boats,Used boat,1990,9.7,3.6,PVC,97,France,41800.0
"Offshore Boat,Sport Boat",Baja power boats,"Used boat,Unleaded",2000,7.5,2.55,Plastic,302,Estonia,41800.0
Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,6.4,2.45,GRP,229,Germany,41789.0
Cabin Boat,Succes power boats,Diesel,1997,8.6,2.99,GRP,115,Germany,41789.0
Sport Boat,Fjord power boats,"Used boat,Diesel",1987,8.0,3.0,GRP,147,Croatia,41690.0
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.96,2.26,PVC,71,France,41690.0
Center console boat,Jeanneau power boats,"Used boat,Unleaded",2019,6.94,2.48,GRP,85,Germany,41690.0
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.04,2.26,PVC,81,France,41690.0
Sport Boat,Yamarin power boats,new boat from stock,2020,6.3,2.5,GRP,156,Germany,41558.0
Pilothouse,Jeanneau power boats,new boat from stock,2020,6.19,2.46,GRP,1272,Switzerland,41387.5
Sport Boat,Karnic power boats,"new boat from stock,Unleaded",2020,7.15,2.45,GRP,275,Switzerland,6085.5
Flybridge,Sealine power boats,"Used boat,Diesel",1996,10.39,3.02,GRP,194,Italy,41250.0
Pilothouse,Graso power boats,"Used boat,Diesel",2012,6.21,2.55,GRP,51,Croatia,41250.0
Fishing Boat,Faeton power boats,"Used boat,Diesel",1998,9.81,3.41,GRP,95,Portugal,41250.0
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.56,2.23,PVC,69,France,41250.0
Sport Boat,IRON power boats,new boat on order,2020,7.12,2.44,GRP,93,Germany,41250.0
Pontoon Boat,Monterey power boats,"Used boat,Unleaded",2004,7.5,2.5,GRP,82,Italy,41250.0
Cabin Boat,Sunseeker power boats,"Used boat,Diesel",1989,9.37,3.3,GRP,1128,Austria,41250.0
Sport Boat,Sealine power boats,"Used boat,Diesel",2003,7.62,2.49,GRP,371,Germany,41250.0
Sport Boat,Viper power boats,"Used boat,Unleaded",2007,7.25,2.57,GRP,1351,Germany,40700.0
Bowrider,Bayliner power boats,"new boat on order,Unleaded",2020,6.23,2.4,GRP,106,Germany,40698.9
Sport Boat,Nidelv power boats,"Used boat,Unleaded",1996,7.3,2.5,GRP,355,Denmark,302500.0
Motor Yacht,Marex power boats,Used boat,1991,10.0,3.27,GRP,409,Denmark,302500.0
Classic,Helstede power boats,"Used boat,Diesel",1967,11.0,3.2,Steel,366,Switzerland,5985.0
Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2013,6.59,2.48,GRP,243,Switzerland,5985.0
Cabin Boat,Gobbi power boats,"Used boat,Unleaded",2000,7.6,2.55,GRP,313,Switzerland,5985.0
Motor Yacht,Cranchi power boats,"Used boat,Unleaded",1994,9.55,3.32,GRP,612,Switzerland,5985.0
Sport Boat,Italmar power boats,new boat from stock,2016,6.9,2.55,GRP,90,Germany,40590.0
Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",2005,7.2,2.55,GRP,326,Germany,40590.0
Center console boat,Kelt power boats,"Used boat,Unleaded",2011,6.42,2.5,PVC,80,France,40590.0
Sport Boat,VTS Boats power boats,"new boat from stock,Unleaded",2019,5.71,2.05,GRP,96,Germany,40590.0
Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.75,2.36,GRP,130,Switzerland,5976.0
Classic,Boesch power boats,"Used boat,Unleaded",1984,5.3,2.15,Wood,254,Switzerland,5970.0
Cabin Boat,ACM Dufour power boats,"Used boat,Diesel",2000,7.73,2.58,GRP,441,Switzerland,5925.0
Sport Boat,Parker power boats,"Display Model,Unleaded",2019,6.45,2.46,GRP,51,Germany,40401.9
Hardtop,Flipper power boats,new boat from stock,2020,6.05,2.21,GRP,324,Switzerland,5925.0
Sport Boat,Bayliner power boats,"Used boat,Unleaded",2002,8.0,2.0,GRP,163,Croatia,40150.0
Motor Yacht,Marine Projects power boats,"Used boat,Diesel",1987,9.9,3.6,GRP,346,Slovenia,40150.0
Sport Boat,Monterey power boats,"Used boat,Unleaded",2008,6.4,2.6,GRP,87,Austria,40139.0
Fishing Boat,Zetacraft power boats,"Used boat,Diesel",2003,9.05,2.97,GRP,152,Italy,39600.0
Deck Boat,Sunchaser power boats,Used boat,2019,6.78,2.5,Aluminium,76,Italy,39600.0
Sport Boat,Yamarin power boats,"Used boat,Unleaded",2017,5.73,2.2,GRP,151,Germany,39600.0
Pilothouse,Catarsi power boats,"Used boat,Diesel",1983,9.8,3.35,GRP,40,Italy,39600.0
Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,6.55,2.54,PVC,167,France,39600.0
Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2002,8.53,2.59,GRP,221,Germany,39600.0
Pilothouse,Parker power boats,"Used boat,Unleaded",2014,6.6,2.5,Plastic,134,Netherlands,39600.0
Cabin Boat,De Groot power boats,"Used boat,Diesel",1974,11.0,3.25,Steel,150,France,39600.0
"Cabin Boat,Flybridge,Motor Yacht",Marine Projects power boats,"Used boat,Diesel",1988,12.2,3.4,GRP,475,Germany,39600.0
Classic,Comar power boats,Used boat,1995,12.7,3.6,GRP,237,Italy,39600.0
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,5.18,2.36,PVC,54,Spain,39589.0
Bowrider,Sea Ray power boats,Used boat,2016,5.99,2.21,GRP,265,Germany,39589.0
Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,5.27,2.38,PVC,28,Spain,39531.8
Bowrider,Sting power boats,new boat from stock,2017,6.1,2.37,GRP,139,Germany,39490.0
Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2014,7.2,2.51,PVC,62,France,39490.0
Sport Boat,Crownline power boats,"Used boat,Unleaded",1999,8.0,2.0,GRP,79,Croatia,39490.0
Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.95,2.4,GRP,64,Germany,39490.0
Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2011,7.35,2.54,PVC,110,France,39490.0
Sport Boat,Chaparral power boats,"Used boat,Unleaded",1998,7.5,2.59,GRP,870,Switzerland,5775.0
Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.02,2.34,GRP,36,Germany,39380.0
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.04,2.26,PVC,110,France,39380.0
Motor Yacht,Nimbus power boats,"Used boat,Diesel",1988,10.06,3.2,PVC,106,United,42250.0
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2012,7.23,2.78,PVC,148,France,39050.0
Runabout,Boesch power boats,"Used boat,Unleaded",2000,5.6,2.2,Wood,427,Switzerland,5685.0
Bowrider,Yamarin power boats,new boat from stock,2020,6.31,2.32,Aluminium,210,Germany,38522.0
Sport Boat,Mochi Craft power boats,Used boat,1980,9.0,3.05,GRP,80,Italy,38500.0
Motor Yacht,Regal power boats,"Used boat,Unleaded",1998,8.9,3.2,GRP,77,Croatia,38500.0
Deck Boat,Sea Pro power boats,"Used boat,Unleaded",2004,8.3,2.59,GRP,74,Italy,38500.0
Motor Yacht,Mochi Craft power boats,Used boat,1986,9.38,3.58,GRP,139,Italy,38500.0
Motor Yacht,Crownline power boats,"Used boat,Unleaded",1999,8.8,2.99,GRP,118,Croatia,38500.0
Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2001,10.0,3.0,GRP,503,Germany,38500.0
"Center console boat,Classic",Raffaelli power boats,Used boat,1974,9.08,2.87,Wood,57,Italy,38500.0
Motor Yacht,Viper power boats,"Used boat,Unleaded",2008,7.25,2.57,GRP,190,Croatia,38500.0
Sport Boat,Bayliner power boats,"Used boat,Unleaded",2003,8.0,2.0,GRP,202,Croatia,38500.0
Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2005,7.32,2.55,GRP,163,Italy,38500.0
Trawler,Hooveld power boats,"Used boat,Diesel",1980,9.6,2.9,Steel,114,France,38500.0
Sport Boat,Viper power boats,"Used boat,Unleaded",2009,7.25,2.57,GRP,65,Croatia,38500.0
Pontoon Boat,Bayliner power boats,"Used boat,Unleaded",1996,9.22,3.29,GRP,328,Italy,38500.0
Sport Boat,Colombo power boats,"Used boat,Unleaded",1986,8.85,2.75,GRP,130,Italy,38500.0
Pilothouse,Jeanneau power boats,"Used boat,Diesel",2004,8.25,2.94,PVC,82,France,38500.0
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.87,2.77,GRP,91,Italy,38500.0
Sport Boat,Jeanneau power boats,Used boat,2006,7.8,2.95,PVC,116,Spain,38500.0
Flybridge,Rodman power boats,"Used boat,Diesel",2001,8.4,3.05,PVC,92,France,38500.0
Motor Yacht,Fjord power boats,"Used boat,Diesel",1980,9.5,3.05,GRP,156,Germany,38500.0
Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1992,12.62,3.75,GRP,227,Croatia,38500.0
Launch,Boesch power boats,"Used boat,Unleaded",1972,6.5,2.3,Wood,172,Spain,38500.0
"Classic,Hardtop,Motor Yacht",Storebro power boats,"Used boat,Diesel",1987,9.3,3.2,GRP,317,Italy,38500.0
Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2005,7.49,2.95,Plastic,245,France,38500.0
Sport Boat,Regal power boats,"Used boat,Unleaded",2006,8.5,2.5,GRP,501,Italy,38500.0
Motor Yacht,Drago Boats power boats,"Used boat,Unleaded",2016,5.95,2.28,Plastic,198,Katwijk,38500.0
Sport Boat,Cranchi power boats,"Used boat,Unleaded",2006,7.51,2.83,GRP,149,Italy,38500.0
Sport Boat,Boston Whaler power boats,Used boat,1993,6.8,2.3,GRP,76,Netherlands,38500.0
Wakeboard/Wakesurf,Malibu power boats,Used boat,2005,6.7,2.5,GRP,405,Lommel,38500.0
Cabin Boat,ManÃ² power boats,"Used boat,Gas",2006,9.6,3.2,GRP,421,Croatia,38500.0
Flybridge,Coronet power boats,"Used boat,Diesel",1972,10.0,3.32,GRP,253,Germany,38489.0
Motor Yacht,Wellcraft power boats,"Used boat,Unleaded",2001,9.0,2.9,GRP,236,Germany,38489.0
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2019,5.46,2.36,PVC,30,France,38489.0
Sport Boat,Chaparral power boats,"Used boat,Unleaded",2008,7.1,2.55,GRP,178,Germany,38489.0
Bowrider,Tahoe power boats,"Used boat,Unleaded",2015,6.05,2.38,GRP,529,Switzerland,5670.0
Sport Boat,Sensation power boats,"new boat from stock,Unleaded",2019,5.5,2.15,GRP,49,Spain,38434.0
Sport Boat,Nordkapp power boats,new boat on order,2018,7.05,2.3,GRP,116,Germany,38390.0
Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,5.48,2.36,GRP,78,Germany,38390.0
Cabin Boat,Hock power boats,"Used boat,Diesel",2006,7.15,2.5,GRP,144,Germany,38390.0
Runabout,Boatbuilding Academy Dorset power boats,"Used boat,Unleaded",2010,6.0,1.7,Wood,81,Germany,38280.0
Motor Yacht,Princess power boats,"Used boat,Diesel",1990,9.45,3.42,GRP,361,Croatia,38280.0
Fishing Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.75,2.44,GRP,214,Switzerland,5638.5
Wakeboard/Wakesurf,MasterCraft power boats,"Used boat,Unleaded",1990,7.6,2.43,GRP,371,Switzerland,5625.0
Trawler,Delphia power boats,new boat from stock,2020,8.05,3.0,GRP,73,Poland,37961.0
Trawler,Blom power boats,Used boat,1966,12.0,3.65,Steel,142,Netherlands,37950.0
Bowrider,Rinker power boats,"Used boat,Unleaded",2007,7.98,2.57,PVC,117,Spain,37950.0
Launch,Kapiteinssloep power boats,new boat from stock,2012,7.2,2.3,Wood,86,Netherlands,37950.0
"Center console boat,Deck Boat,Working Boat",Aluminiumjon power boats,Used boat,2020,5.5,2.0,Aluminium,86,Netherlands,37950.0
Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1996,7.16,2.59,GRP,230,Germany,37950.0
Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.75,2.54,GRP,153,Germany,37948.9
Sport Boat,Quicksilver Inflatables power boats,"new boat from stock,Unleaded",2020,5.75,2.36,GRP,125,Switzerland,5565.0
Pontoon Boat,Saver power boats,Used boat,2020,7.1,2.53,GRP,153,Italy,37730.0
Center console boat,Ganz Boats power boats,"Display Model,Electric",2020,5.8,2.03,GRP,259,Switzerland,5550.0
Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",2013,5.74,2.43,GRP,233,Switzerland,5550.0
Fishing Boat,Thoma power boats,new boat from stock,2020,6.6,2.1,GRP,147,Switzerland,5535.0
"Center console boat,Sport Boat,Water ski",Saver power boats,"Used boat,Unleaded",2020,5.75,2.26,GRP,343,Switzerland,5535.0
Pilothouse,Parker power boats,new boat from stock,2018,6.6,2.5,GRP,73,Germany,37455.0
Sport Boat,Rand Boats power boats,"Display Model,Electric",2018,5.35,2.1,GRP,73,Germany,37290.0
Sport Boat,Rand Boats power boats,"Display Model,Electric",2018,5.35,2.1,GRP,154,Germany,37290.0
Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2011,7.2,2.51,PVC,149,France,37290.0
Sport Boat,BÃ©nÃ©teau power boats,Used boat,2011,7.2,2.51,PVC,115,France,37290.0
Sport Boat,Mazury power boats,"Used boat,Unleaded",2016,7.0,2.55,GRP,171,Germany,37290.0
Motor Yacht,Master power boats,new boat on order,2020,6.3,2.68,GRP,138,France,37224.0
Sport Boat,Yamarin power boats,new boat from stock,2020,6.3,2.35,GRP,147,Germany,37141.5
Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.73,2.29,GRP,179,Switzerland,5460.0
Sport Boat,Orca power boats,"Used boat,Diesel",2006,7.48,2.7,GRP,236,Spain,36960.0
Sport Boat,Correct Craft power boats,"Used boat,Unleaded",2005,6.4,2.31,GRP,1834,Switzerland,5400.0
Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2008,7.15,2.75,PVC,69,France,36850.0
Sport Boat,Sea Ray power boats,new boat from stock,2018,6.55,2.54,GRP,84,Germany,36666.3
Pontoon Boat,Performance power boats,"Used boat,Unleaded",2001,7.5,2.51,GRP,338,Switzerland,5400.0
Cabin Boat,Quicksilver power boats,"Used boat,Unleaded",2011,8.0,2.5,Plastic,799,Switzerland,5400.0
Sport Boat,Saver power boats,"Used boat,Unleaded",2015,5.88,2.33,GRP,204,Switzerland,5385.0
Sport Boat,ATOMIX power boats,"Used boat,Unleaded",2012,8.2,2.36,GRP,885,Switzerland,5385.0
Motor Yacht,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.55,2.29,GRP,160,Switzerland,5367.0
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.96,2.26,GRP,118,Austria,36327.5
Bowrider,Maxima power boats,new boat from stock,2020,7.2,2.5,GRP,207,Germany,36316.5
Sport Boat,Maxum power boats,"Used boat,Unleaded",1999,8.0,2.0,GRP,74,Croatia,36300.0
Pontoon Boat,Saver power boats,"Used boat,Unleaded",2020,7.4,2.55,GRP,201,Italy,36300.0
Pilothouse,Damor power boats,"Used boat,Diesel",2008,6.95,2.7,GRP,67,Croatia,36300.0
Sport Boat,Monterey power boats,Used boat,2008,7.32,2.55,GRP,200,Croatia,36300.0
Bowrider,Capelli power boats,"new boat from stock,Unleaded",2020,5.5,2.22,GRP,114,Germany,36300.0
Sport Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.65,2.2,GRP,57,Germany,36190.0
Cabin Boat,Buetzfleth power boats,"Used boat,Diesel",1978,9.55,3.25,GRP,104,Germany,36190.0
Bowrider,Chris Craft power boats,"Used boat,Unleaded",2005,7.14,2.52,GRP,292,Germany,36190.0
Sport Boat,Bayliner power boats,Used boat,2004,8.1,2.87,PVC,140,United,38935.0
Motor Yacht,B2 Marine power boats,new boat from stock,2020,7.0,2.48,GRP,166,Switzerland,5325.0
Sport Boat,Four Winns power boats,"Used boat,Diesel",1992,8.4,2.6,GRP,130,Germany,36080.0
Sport Boat,Thoma power boats,new boat from stock,2020,5.6,1.7,GRP,522,Switzerland,5310.0
Pilothouse,Saga power boats,"Used boat,Diesel",1991,7.6,2.75,GRP,448,Switzerland,5250.0
"Cabin Boat,Motor Yacht",Sea Ray power boats,"Used boat,Unleaded",1981,9.05,3.5,GRP,414,Switzerland,5250.0
Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2003,7.26,2.54,Plastic,488,Switzerland,5250.0
Hardtop,Princess power boats,"Used boat,Diesel",1979,11.12,3.88,GRP,2432,Switzerland,5250.0
Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,5.26,2.34,PVC,45,Portugal,35868.8
Cabin Boat,Princess power boats,"Used boat,Diesel",1988,11.28,3.68,GRP,309,Spain,35849.0
Pilothouse,DarekCo power boats,"new boat from stock,Unleaded",2020,6.05,2.49,GRP,167,Switzerland,5244.0
"Bowrider,Wakeboard/Wakesurf",Moomba power boats,"Used boat,Unleaded",2011,6.25,2.41,GRP,879,Switzerland,5242.5
Deck Boat,Marinello power boats,"new boat from stock,Unleaded",2015,5.9,2.48,GRP,146,Germany,35750.0
